Date,Customer_ID,Category,Region,Device,Funnel_Stage,Stage_Order,Revenue,Order_Flag
2024-11-04,C02652,Wearables,EU,Mobile,Visit,1,0,0
2024-02-04,C02436,Wearables,UK,Mobile,Add to Cart,3,0,0
2023-12-16,C06787,Mobile,EU,Mobile,Purchase,5,23006,1
2023-08-03,C02383,Accessories,US,Mobile,View,2,0,0
2024-01-18,C05526,Audio,UK,Desktop,Add to Cart,3,0,0
2023-05-04,C00368,Laptop,UK,Mobile,Add to Cart,3,0,0
2023-10-19,C07658,Audio,EU,Mobile,Checkout,4,0,0
2024-10-29,C02610,Accessories,EU,Mobile,View,2,0,0
2024-12-05,C07616,Laptop,EU,Desktop,Visit,1,0,0
2023-11-24,C07123,Mobile,US,Desktop,View,2,0,0
2024-07-18,C04834,Laptop,US,Desktop,Visit,1,0,0
2024-11-12,C07946,Mobile,US,Mobile,Add to Cart,3,0,0
2023-04-08,C06653,Mobile,UK,Mobile,View,2,0,0
2024-10-20,C02744,Audio,EU,Mobile,Visit,1,0,0
2023-10-27,C01890,Laptop,UK,Mobile,Add to Cart,3,0,0
2023-01-30,C00528,Mobile,UK,Desktop,View,2,0,0
2023-03-15,C07973,Laptop,US,Mobile,Visit,1,0,0
2023-06-21,C02148,Accessories,EU,Desktop,Purchase,5,29472,1
2023-03-25,C07665,Audio,India,Mobile,View,2,0,0
2024-08-07,C03565,Accessories,US,Mobile,View,2,0,0
2023-10-17,C05559,Laptop,India,Mobile,Visit,1,0,0
2024-09-30,C00278,Wearables,EU,Desktop,Visit,1,0,0
2023-03-26,C01402,Laptop,UK,Desktop,Checkout,4,0,0
2023-09-11,C05408,Mobile,India,Mobile,Visit,1,0,0
2024-10-25,C04524,Audio,US,Mobile,Add to Cart,3,0,0
2024-06-02,C05713,Wearables,UK,Mobile,Add to Cart,3,0,0
2024-03-27,C00329,Laptop,India,Mobile,Add to Cart,3,0,0
2023-11-03,C01024,Audio,India,Desktop,Checkout,4,0,0
2024-10-09,C00764,Mobile,UK,Mobile,View,2,0,0
2023-07-03,C02740,Laptop,UK,Mobile,Add to Cart,3,0,0
2023-11-10,C00033,Accessories,India,Mobile,Visit,1,0,0
2023-12-07,C06264,Wearables,EU,Desktop,View,2,0,0
2023-08-15,C03169,Audio,EU,Mobile,Checkout,4,0,0
2023-09-21,C00386,Laptop,UK,Desktop,Checkout,4,0,0
2024-03-25,C04110,Audio,EU,Desktop,Visit,1,0,0
2023-09-08,C06757,Wearables,EU,Desktop,Checkout,4,0,0
2024-02-12,C03389,Accessories,US,Mobile,View,2,0,0
2023-06-19,C06881,Laptop,UK,Desktop,Checkout,4,0,0
2024-07-19,C06465,Wearables,UK,Desktop,Add to Cart,3,0,0
2023-05-12,C03823,Mobile,EU,Desktop,Checkout,4,0,0
2024-08-28,C04182,Laptop,US,Mobile,Visit,1,0,0
2023-02-15,C02590,Mobile,India,Desktop,Checkout,4,0,0
2023-12-16,C03355,Accessories,US,Desktop,View,2,0,0
2023-04-09,C01088,Accessories,EU,Desktop,Purchase,5,46209,1
2023-02-06,C01825,Laptop,US,Mobile,Visit,1,0,0
2024-03-13,C03893,Audio,UK,Mobile,Visit,1,0,0
2023-03-16,C00080,Audio,India,Mobile,Add to Cart,3,0,0
2023-02-27,C00394,Audio,India,Mobile,Visit,1,0,0
2023-01-19,C00667,Audio,UK,Mobile,Add to Cart,3,0,0
2024-02-06,C03749,Wearables,India,Desktop,Visit,1,0,0
2023-07-07,C06018,Laptop,EU,Mobile,Add to Cart,3,0,0
2023-05-19,C05470,Audio,EU,Mobile,Checkout,4,0,0
2023-05-23,C02926,Accessories,EU,Desktop,Visit,1,0,0
2023-04-18,C07979,Laptop,India,Desktop,View,2,0,0
2023-08-09,C02259,Audio,US,Desktop,Add to Cart,3,0,0
2023-05-25,C02451,Mobile,US,Desktop,Add to Cart,3,0,0
2024-05-24,C07539,Laptop,US,Mobile,Checkout,4,0,0
2024-01-11,C07267,Audio,UK,Mobile,Add to Cart,3,0,0
2023-01-05,C02315,Wearables,EU,Desktop,Visit,1,0,0
2024-01-23,C01076,Mobile,EU,Mobile,Visit,1,0,0
2024-07-21,C06782,Mobile,UK,Desktop,Purchase,5,70685,1
2024-07-13,C07290,Accessories,India,Desktop,View,2,0,0
2023-06-12,C00032,Audio,US,Desktop,View,2,0,0
2023-12-31,C01021,Audio,India,Mobile,Visit,1,0,0
2024-02-21,C01360,Laptop,US,Mobile,View,2,0,0
2024-05-23,C06097,Accessories,India,Desktop,Add to Cart,3,0,0
2024-09-03,C05917,Mobile,India,Desktop,View,2,0,0
2023-01-21,C04564,Wearables,UK,Mobile,Purchase,5,20857,1
2024-09-05,C00292,Audio,US,Mobile,View,2,0,0
2024-05-31,C07599,Mobile,India,Desktop,Add to Cart,3,0,0
2023-07-16,C00600,Audio,India,Mobile,Checkout,4,0,0
2024-10-22,C00171,Audio,EU,Desktop,Purchase,5,8492,1
2023-12-11,C06512,Wearables,US,Mobile,Checkout,4,0,0
2023-11-26,C02356,Wearables,UK,Mobile,Add to Cart,3,0,0
2024-01-13,C03893,Wearables,EU,Mobile,Visit,1,0,0
2023-07-30,C06212,Laptop,India,Mobile,Purchase,5,12647,1
2023-06-09,C07301,Wearables,India,Desktop,Purchase,5,37267,1
2024-10-19,C01107,Wearables,EU,Desktop,Add to Cart,3,0,0
2024-07-23,C04272,Wearables,India,Desktop,Visit,1,0,0
2023-12-20,C02931,Wearables,US,Mobile,Visit,1,0,0
2023-08-28,C05016,Accessories,UK,Desktop,Visit,1,0,0
2023-03-20,C02940,Laptop,India,Desktop,Add to Cart,3,0,0
2023-06-01,C01918,Audio,India,Desktop,View,2,0,0
2024-05-31,C00112,Laptop,UK,Mobile,View,2,0,0
2024-01-18,C05889,Laptop,India,Desktop,Visit,1,0,0
2024-11-23,C00355,Laptop,India,Desktop,Add to Cart,3,0,0
2023-12-18,C05890,Wearables,UK,Mobile,Purchase,5,38258,1
2023-07-20,C00191,Laptop,India,Desktop,View,2,0,0
2023-05-13,C03643,Accessories,EU,Mobile,View,2,0,0
2024-09-25,C02310,Audio,EU,Desktop,View,2,0,0
2023-06-18,C06760,Laptop,UK,Mobile,Visit,1,0,0
2024-01-26,C07910,Audio,UK,Desktop,View,2,0,0
2024-01-20,C01748,Mobile,US,Mobile,Visit,1,0,0
2023-04-08,C01363,Mobile,EU,Desktop,Add to Cart,3,0,0
2024-01-12,C06832,Laptop,EU,Desktop,Visit,1,0,0
2023-12-06,C07588,Accessories,EU,Mobile,View,2,0,0
2024-06-14,C07216,Mobile,India,Mobile,Checkout,4,0,0
2023-05-12,C05021,Mobile,UK,Desktop,Visit,1,0,0
2024-08-30,C06264,Accessories,US,Desktop,Add to Cart,3,0,0
2023-07-29,C05033,Wearables,UK,Mobile,Add to Cart,3,0,0
2023-01-05,C03928,Laptop,UK,Mobile,Checkout,4,0,0
2024-01-12,C02432,Mobile,UK,Desktop,Purchase,5,40145,1
2024-10-01,C04425,Accessories,EU,Desktop,Visit,1,0,0
2023-02-23,C03616,Mobile,EU,Mobile,Purchase,5,40809,1
2024-05-12,C02920,Audio,UK,Mobile,Add to Cart,3,0,0
2023-07-17,C04861,Mobile,UK,Desktop,View,2,0,0
2024-03-16,C00773,Audio,UK,Desktop,Add to Cart,3,0,0
2024-12-18,C06229,Wearables,EU,Desktop,View,2,0,0
2023-06-29,C02065,Accessories,US,Desktop,Purchase,5,63618,1
2023-08-29,C05656,Wearables,UK,Desktop,Visit,1,0,0
2023-11-16,C04480,Audio,EU,Mobile,Visit,1,0,0
2024-05-15,C05744,Mobile,India,Desktop,Add to Cart,3,0,0
2024-10-11,C06226,Wearables,India,Desktop,Checkout,4,0,0
2023-01-23,C03926,Audio,India,Desktop,Add to Cart,3,0,0
2024-09-23,C05638,Wearables,US,Mobile,Add to Cart,3,0,0
2024-09-18,C02844,Audio,India,Desktop,Visit,1,0,0
2024-08-16,C06250,Mobile,US,Mobile,Add to Cart,3,0,0
2024-12-08,C01684,Wearables,India,Desktop,Add to Cart,3,0,0
2023-06-29,C07033,Accessories,India,Mobile,View,2,0,0
2023-06-24,C07888,Wearables,UK,Mobile,View,2,0,0
2023-07-17,C00147,Audio,UK,Mobile,Visit,1,0,0
2024-06-21,C03080,Laptop,India,Desktop,View,2,0,0
2024-03-29,C06418,Mobile,India,Desktop,Add to Cart,3,0,0
2023-04-09,C03877,Wearables,UK,Mobile,View,2,0,0
2024-03-02,C01725,Audio,EU,Mobile,Checkout,4,0,0
2024-03-28,C03757,Accessories,India,Mobile,Visit,1,0,0
2023-07-10,C02559,Mobile,UK,Mobile,Add to Cart,3,0,0
2024-07-31,C00735,Mobile,UK,Mobile,View,2,0,0
2024-05-13,C04134,Accessories,US,Desktop,Purchase,5,21845,1
2024-09-07,C07682,Accessories,US,Desktop,View,2,0,0
2023-07-10,C06071,Audio,EU,Desktop,Checkout,4,0,0
2023-05-21,C07392,Wearables,US,Mobile,Visit,1,0,0
2024-11-21,C00571,Mobile,EU,Mobile,Visit,1,0,0
2023-06-24,C03659,Laptop,EU,Desktop,View,2,0,0
2024-02-24,C03205,Accessories,EU,Desktop,Add to Cart,3,0,0
2024-11-06,C07530,Accessories,India,Mobile,View,2,0,0
2024-03-09,C03293,Mobile,EU,Desktop,View,2,0,0
2024-03-15,C01748,Accessories,UK,Mobile,Purchase,5,49015,1
2024-06-14,C04756,Accessories,UK,Mobile,Purchase,5,76716,1
2024-06-15,C02130,Wearables,UK,Mobile,View,2,0,0
2023-12-27,C01420,Audio,India,Mobile,Add to Cart,3,0,0
2024-03-21,C07353,Audio,UK,Desktop,View,2,0,0
2024-07-09,C00881,Accessories,US,Mobile,Visit,1,0,0
2024-12-08,C00849,Laptop,US,Mobile,View,2,0,0
2024-12-07,C07748,Accessories,US,Mobile,View,2,0,0
2023-12-23,C06931,Laptop,EU,Mobile,Visit,1,0,0
2024-07-14,C05369,Laptop,EU,Mobile,Visit,1,0,0
2023-02-28,C00765,Laptop,UK,Desktop,View,2,0,0
2024-10-05,C03671,Laptop,India,Desktop,Visit,1,0,0
2023-06-16,C06427,Mobile,US,Desktop,Add to Cart,3,0,0
2024-10-08,C02034,Accessories,India,Mobile,Visit,1,0,0
2024-08-23,C07796,Mobile,US,Mobile,View,2,0,0
2023-09-20,C07605,Laptop,US,Desktop,Visit,1,0,0
2024-03-06,C05802,Wearables,India,Desktop,View,2,0,0
2024-09-19,C04348,Audio,US,Desktop,View,2,0,0
2023-07-15,C05102,Accessories,US,Desktop,Checkout,4,0,0
2023-12-20,C01396,Accessories,EU,Desktop,Checkout,4,0,0
2024-09-11,C05421,Mobile,EU,Desktop,Visit,1,0,0
2023-02-16,C03406,Laptop,UK,Desktop,View,2,0,0
2023-11-05,C01348,Laptop,India,Desktop,Checkout,4,0,0
2023-08-18,C00708,Mobile,India,Desktop,Checkout,4,0,0
2024-02-15,C05016,Accessories,EU,Mobile,View,2,0,0
2023-11-12,C00855,Mobile,India,Mobile,Visit,1,0,0
2023-03-18,C02084,Audio,UK,Mobile,View,2,0,0
2023-03-03,C07627,Accessories,EU,Desktop,Visit,1,0,0
2024-07-24,C01254,Laptop,UK,Mobile,Add to Cart,3,0,0
2023-08-26,C01669,Wearables,India,Desktop,Visit,1,0,0
2024-12-01,C03355,Wearables,India,Desktop,Visit,1,0,0
2024-07-21,C05285,Accessories,US,Mobile,Add to Cart,3,0,0
2023-03-19,C01563,Accessories,UK,Mobile,Checkout,4,0,0
2024-07-12,C01631,Laptop,US,Mobile,Checkout,4,0,0
2024-10-11,C07500,Wearables,EU,Desktop,Visit,1,0,0
2024-02-20,C03247,Mobile,UK,Mobile,Add to Cart,3,0,0
2023-01-24,C07104,Mobile,India,Mobile,Checkout,4,0,0
2023-01-29,C02950,Mobile,India,Desktop,Visit,1,0,0
2024-05-05,C07244,Mobile,India,Desktop,View,2,0,0
2023-05-15,C03512,Wearables,India,Desktop,View,2,0,0
2023-12-17,C01152,Wearables,US,Desktop,Visit,1,0,0
2023-12-16,C04608,Laptop,EU,Mobile,Visit,1,0,0
2023-10-08,C06902,Accessories,India,Desktop,Visit,1,0,0
2024-04-20,C03470,Wearables,UK,Desktop,Visit,1,0,0
2023-10-19,C00278,Wearables,EU,Mobile,Visit,1,0,0
2023-07-08,C03767,Accessories,EU,Mobile,View,2,0,0
2024-08-05,C00331,Audio,US,Desktop,Visit,1,0,0
2024-02-23,C06504,Mobile,US,Mobile,Visit,1,0,0
2024-04-12,C07732,Wearables,EU,Mobile,Add to Cart,3,0,0
2023-07-25,C00871,Wearables,EU,Mobile,Visit,1,0,0
2023-08-30,C05560,Mobile,India,Mobile,Visit,1,0,0
2023-11-02,C06246,Wearables,US,Desktop,View,2,0,0
2023-07-03,C00377,Accessories,UK,Mobile,View,2,0,0
2024-04-22,C05376,Wearables,India,Desktop,Add to Cart,3,0,0
2024-05-18,C02637,Laptop,India,Desktop,Visit,1,0,0
2023-05-08,C02822,Wearables,India,Desktop,View,2,0,0
2024-03-24,C03476,Mobile,UK,Desktop,View,2,0,0
2023-08-18,C04094,Accessories,India,Mobile,Checkout,4,0,0
2023-02-10,C00822,Wearables,US,Desktop,Visit,1,0,0
2024-11-04,C04098,Audio,India,Mobile,View,2,0,0
2024-01-27,C07883,Accessories,EU,Desktop,Add to Cart,3,0,0
2023-12-06,C01864,Accessories,India,Desktop,Visit,1,0,0
2024-10-31,C03742,Audio,EU,Mobile,View,2,0,0
2023-01-21,C05979,Wearables,EU,Mobile,Visit,1,0,0
2023-12-13,C04224,Laptop,EU,Desktop,Visit,1,0,0
2023-01-10,C06070,Mobile,India,Mobile,Checkout,4,0,0
2023-03-28,C03204,Accessories,UK,Mobile,Add to Cart,3,0,0
2024-06-28,C05575,Laptop,UK,Desktop,Visit,1,0,0
2023-12-05,C00943,Mobile,UK,Mobile,Visit,1,0,0
2024-12-15,C07512,Mobile,US,Desktop,Visit,1,0,0
2023-01-04,C06496,Wearables,EU,Mobile,View,2,0,0
2023-01-23,C07571,Laptop,EU,Desktop,View,2,0,0
2023-07-16,C02090,Accessories,India,Desktop,Visit,1,0,0
2024-05-12,C05475,Accessories,UK,Mobile,Visit,1,0,0
2023-09-30,C03754,Wearables,UK,Desktop,View,2,0,0
2024-03-26,C07987,Accessories,EU,Desktop,Visit,1,0,0
2023-04-17,C00259,Mobile,India,Desktop,Visit,1,0,0
2024-01-13,C01234,Wearables,UK,Mobile,View,2,0,0
2023-07-19,C04133,Mobile,US,Desktop,Add to Cart,3,0,0
2024-12-27,C02070,Mobile,EU,Desktop,Visit,1,0,0
2023-01-02,C01185,Audio,India,Desktop,Checkout,4,0,0
2023-05-01,C05862,Audio,EU,Mobile,Add to Cart,3,0,0
2024-09-06,C02407,Wearables,EU,Desktop,Purchase,5,25392,1
2023-05-29,C07522,Mobile,India,Mobile,Checkout,4,0,0
2023-06-01,C03505,Wearables,India,Mobile,View,2,0,0
2024-07-18,C01879,Audio,US,Desktop,Visit,1,0,0
2024-11-08,C03510,Wearables,India,Desktop,Visit,1,0,0
2023-11-02,C00830,Laptop,UK,Mobile,Visit,1,0,0
2024-11-09,C07715,Wearables,India,Desktop,Visit,1,0,0
2024-04-19,C05405,Laptop,US,Mobile,Add to Cart,3,0,0
2023-12-30,C05954,Wearables,EU,Mobile,Visit,1,0,0
2023-03-12,C06013,Laptop,UK,Desktop,Visit,1,0,0
2024-10-01,C06450,Laptop,UK,Desktop,Add to Cart,3,0,0
2023-02-02,C04110,Laptop,India,Desktop,View,2,0,0
2023-06-06,C00048,Laptop,US,Desktop,Visit,1,0,0
2023-11-26,C07468,Accessories,EU,Mobile,Visit,1,0,0
2024-12-16,C01266,Accessories,UK,Mobile,Purchase,5,68880,1
2024-12-07,C07752,Wearables,India,Desktop,Add to Cart,3,0,0
2024-01-22,C03969,Audio,EU,Desktop,Purchase,5,55699,1
2024-09-12,C03484,Mobile,US,Desktop,View,2,0,0
2023-06-08,C03843,Accessories,EU,Desktop,Add to Cart,3,0,0
2024-06-22,C03576,Laptop,EU,Desktop,View,2,0,0
2023-08-15,C01910,Accessories,UK,Mobile,View,2,0,0
2023-09-09,C01735,Laptop,UK,Desktop,Checkout,4,0,0
2024-01-02,C01122,Audio,India,Desktop,View,2,0,0
2023-09-19,C00816,Accessories,UK,Desktop,Visit,1,0,0
2024-10-07,C05246,Mobile,EU,Mobile,View,2,0,0
2024-06-21,C06304,Mobile,UK,Mobile,View,2,0,0
2023-02-12,C05385,Accessories,EU,Desktop,Add to Cart,3,0,0
2024-06-14,C05367,Accessories,UK,Mobile,Add to Cart,3,0,0
2023-01-16,C02019,Mobile,UK,Mobile,Add to Cart,3,0,0
2023-04-15,C06329,Audio,US,Mobile,Checkout,4,0,0
2023-07-22,C02515,Wearables,US,Desktop,Visit,1,0,0
2024-12-20,C07470,Accessories,US,Desktop,Checkout,4,0,0
2024-11-08,C05690,Accessories,US,Mobile,Add to Cart,3,0,0
2023-02-28,C01720,Mobile,UK,Mobile,Add to Cart,3,0,0
2023-02-17,C06927,Mobile,EU,Mobile,Visit,1,0,0
2024-10-21,C06775,Mobile,US,Mobile,Visit,1,0,0
2023-10-04,C00735,Mobile,India,Mobile,Visit,1,0,0
2024-02-16,C03517,Accessories,US,Mobile,Visit,1,0,0
2023-06-27,C07824,Laptop,US,Desktop,Visit,1,0,0
2023-04-24,C01907,Mobile,UK,Desktop,View,2,0,0
2023-10-23,C01263,Audio,EU,Mobile,View,2,0,0
2024-12-30,C00558,Audio,US,Mobile,Add to Cart,3,0,0
2024-03-13,C05349,Accessories,India,Mobile,View,2,0,0
2023-09-23,C06471,Mobile,India,Desktop,Checkout,4,0,0
2023-06-11,C03363,Wearables,UK,Desktop,View,2,0,0
2024-05-18,C04162,Mobile,US,Desktop,Visit,1,0,0
2023-02-05,C06457,Accessories,UK,Mobile,Visit,1,0,0
2024-08-09,C00290,Wearables,India,Mobile,Visit,1,0,0
2024-04-02,C02275,Accessories,EU,Desktop,Checkout,4,0,0
2024-10-08,C03871,Laptop,EU,Desktop,View,2,0,0
2024-01-06,C03596,Audio,US,Desktop,Visit,1,0,0
2024-04-30,C07105,Accessories,India,Mobile,View,2,0,0
2023-09-29,C04271,Mobile,UK,Mobile,Checkout,4,0,0
2023-06-28,C03293,Mobile,EU,Mobile,Visit,1,0,0
2024-04-24,C05185,Accessories,UK,Mobile,View,2,0,0
2023-06-08,C03713,Audio,US,Mobile,Purchase,5,23935,1
2023-07-23,C00847,Accessories,UK,Desktop,Visit,1,0,0
2023-10-05,C02810,Accessories,US,Mobile,Visit,1,0,0
2023-05-23,C07875,Mobile,UK,Desktop,Checkout,4,0,0
2024-06-03,C02318,Mobile,US,Mobile,Checkout,4,0,0
2024-05-26,C06326,Mobile,US,Desktop,Visit,1,0,0
2023-04-26,C02954,Audio,India,Mobile,Add to Cart,3,0,0
2024-01-27,C04931,Mobile,India,Desktop,View,2,0,0
2023-12-09,C02388,Wearables,EU,Mobile,View,2,0,0
2024-01-08,C02944,Wearables,India,Mobile,View,2,0,0
2024-11-18,C07474,Accessories,India,Mobile,View,2,0,0
2024-12-26,C04983,Accessories,EU,Mobile,Checkout,4,0,0
2024-01-04,C01920,Laptop,EU,Desktop,Visit,1,0,0
2023-08-03,C07780,Wearables,EU,Mobile,Purchase,5,3956,1
2024-05-25,C00859,Audio,US,Mobile,View,2,0,0
2024-07-22,C06897,Accessories,US,Desktop,View,2,0,0
2023-11-23,C01140,Accessories,India,Mobile,View,2,0,0
2023-02-06,C07844,Audio,UK,Desktop,Add to Cart,3,0,0
2024-01-15,C05871,Wearables,India,Mobile,Add to Cart,3,0,0
2024-05-26,C01035,Laptop,EU,Desktop,Add to Cart,3,0,0
2023-11-20,C02947,Audio,US,Mobile,Add to Cart,3,0,0
2024-01-04,C07128,Laptop,UK,Mobile,View,2,0,0
2023-08-12,C00167,Laptop,US,Desktop,Add to Cart,3,0,0
2024-12-13,C07178,Accessories,EU,Mobile,Visit,1,0,0
2023-04-10,C02010,Wearables,UK,Mobile,Checkout,4,0,0
2023-03-16,C02611,Laptop,EU,Mobile,Visit,1,0,0
2024-12-24,C01824,Audio,US,Desktop,Visit,1,0,0
2024-03-12,C01972,Wearables,India,Desktop,Checkout,4,0,0
2024-12-03,C00328,Mobile,India,Desktop,View,2,0,0
2024-01-03,C05167,Mobile,US,Mobile,View,2,0,0
2023-03-04,C03597,Audio,UK,Desktop,View,2,0,0
2024-09-15,C05498,Mobile,EU,Desktop,Visit,1,0,0
2024-10-16,C05955,Wearables,UK,Mobile,Add to Cart,3,0,0
2023-04-09,C00821,Wearables,EU,Mobile,Visit,1,0,0
2023-08-13,C03893,Accessories,US,Mobile,Add to Cart,3,0,0
2023-03-16,C04495,Wearables,US,Desktop,Purchase,5,57252,1
2024-12-10,C04533,Laptop,India,Desktop,View,2,0,0
2023-07-03,C03193,Accessories,US,Desktop,Visit,1,0,0
2023-10-20,C02858,Laptop,EU,Mobile,View,2,0,0
2023-02-26,C04893,Wearables,India,Mobile,Add to Cart,3,0,0
2023-09-06,C07925,Accessories,US,Desktop,Purchase,5,41134,1
2024-09-17,C05167,Audio,EU,Mobile,Add to Cart,3,0,0
2024-04-13,C02779,Audio,India,Desktop,Add to Cart,3,0,0
2023-05-20,C06942,Audio,India,Mobile,Visit,1,0,0
2023-12-25,C02683,Accessories,India,Desktop,Checkout,4,0,0
2024-07-06,C04622,Wearables,India,Desktop,Checkout,4,0,0
2024-02-12,C00489,Wearables,UK,Mobile,View,2,0,0
2024-04-18,C01789,Accessories,UK,Mobile,Visit,1,0,0
2024-10-26,C06649,Accessories,US,Mobile,Visit,1,0,0
2024-03-21,C07247,Mobile,UK,Desktop,Checkout,4,0,0
2023-08-20,C04846,Mobile,India,Desktop,Checkout,4,0,0
2024-09-08,C01391,Accessories,UK,Mobile,Visit,1,0,0
2024-09-09,C01339,Audio,EU,Mobile,View,2,0,0
2023-10-27,C01134,Wearables,India,Desktop,Add to Cart,3,0,0
2024-10-03,C02922,Audio,India,Mobile,View,2,0,0
2024-03-01,C05696,Laptop,US,Desktop,View,2,0,0
2023-06-10,C04652,Laptop,India,Desktop,Visit,1,0,0
2024-02-05,C06132,Laptop,UK,Mobile,Checkout,4,0,0
2024-01-13,C07950,Audio,India,Mobile,Checkout,4,0,0
2023-09-14,C02457,Mobile,EU,Mobile,Add to Cart,3,0,0
2024-05-08,C03163,Laptop,India,Desktop,View,2,0,0
2024-05-03,C00239,Accessories,US,Desktop,Add to Cart,3,0,0
2023-07-01,C07468,Wearables,UK,Desktop,Purchase,5,47989,1
2024-06-09,C04413,Mobile,US,Mobile,View,2,0,0
2023-04-10,C00770,Laptop,US,Mobile,Visit,1,0,0
2023-12-24,C07411,Wearables,US,Desktop,View,2,0,0
2023-08-19,C07121,Wearables,EU,Desktop,View,2,0,0
2024-07-18,C02127,Mobile,UK,Mobile,Visit,1,0,0
2023-01-06,C06619,Audio,UK,Desktop,Visit,1,0,0
2023-03-31,C04087,Wearables,India,Desktop,View,2,0,0
2023-03-05,C04426,Mobile,India,Desktop,Visit,1,0,0
2023-03-29,C06654,Laptop,UK,Mobile,Add to Cart,3,0,0
2023-02-02,C07918,Mobile,US,Mobile,Checkout,4,0,0
2023-03-13,C00777,Audio,UK,Desktop,Add to Cart,3,0,0
2024-07-09,C05821,Laptop,India,Mobile,Purchase,5,57945,1
2023-09-10,C03779,Audio,EU,Mobile,Add to Cart,3,0,0
2023-04-17,C05016,Wearables,India,Desktop,Checkout,4,0,0
2024-05-28,C07105,Mobile,US,Mobile,Add to Cart,3,0,0
2023-05-16,C06310,Accessories,UK,Mobile,Visit,1,0,0
2024-09-20,C01734,Audio,India,Mobile,Visit,1,0,0
2024-02-13,C02949,Mobile,UK,Mobile,View,2,0,0
2023-05-01,C07236,Accessories,US,Mobile,Visit,1,0,0
2024-04-22,C07875,Accessories,India,Desktop,Checkout,4,0,0
2023-04-04,C06381,Mobile,US,Mobile,Add to Cart,3,0,0
2024-05-19,C01694,Laptop,EU,Mobile,View,2,0,0
2023-01-07,C07396,Accessories,EU,Desktop,View,2,0,0
2024-08-22,C02519,Mobile,US,Mobile,Checkout,4,0,0
2024-11-24,C03134,Mobile,EU,Mobile,View,2,0,0
2023-07-10,C04231,Laptop,India,Desktop,Add to Cart,3,0,0
2024-04-01,C00947,Mobile,UK,Mobile,Purchase,5,38681,1
2024-12-20,C04256,Audio,India,Mobile,Visit,1,0,0
2024-01-21,C06763,Audio,India,Mobile,Add to Cart,3,0,0
2023-10-05,C04938,Laptop,India,Mobile,Add to Cart,3,0,0
2024-03-23,C06899,Wearables,UK,Desktop,View,2,0,0
2023-02-21,C02803,Mobile,UK,Mobile,Visit,1,0,0
2024-02-09,C01125,Audio,US,Mobile,View,2,0,0
2024-01-31,C01249,Audio,US,Desktop,Visit,1,0,0
2024-11-24,C07450,Mobile,EU,Mobile,View,2,0,0
2023-07-30,C00555,Mobile,US,Mobile,Add to Cart,3,0,0
2024-12-10,C01389,Accessories,US,Mobile,Visit,1,0,0
2023-09-27,C05438,Laptop,UK,Mobile,Checkout,4,0,0
2024-06-28,C00415,Accessories,EU,Mobile,Checkout,4,0,0
2024-09-05,C07646,Laptop,EU,Mobile,Visit,1,0,0
2023-10-09,C05143,Accessories,UK,Desktop,Visit,1,0,0
2024-02-02,C03648,Laptop,India,Desktop,Add to Cart,3,0,0
2023-08-04,C00840,Mobile,India,Desktop,Add to Cart,3,0,0
2024-03-07,C01207,Laptop,US,Mobile,Visit,1,0,0
2023-11-17,C00656,Audio,EU,Mobile,Visit,1,0,0
2024-09-30,C01656,Wearables,EU,Desktop,View,2,0,0
2024-05-07,C04873,Audio,UK,Mobile,Add to Cart,3,0,0
2024-08-28,C05892,Laptop,US,Mobile,Add to Cart,3,0,0
2024-08-08,C00979,Laptop,UK,Desktop,View,2,0,0
2023-05-08,C00551,Laptop,US,Desktop,Checkout,4,0,0
2023-03-15,C00300,Wearables,UK,Desktop,View,2,0,0
2024-04-20,C01321,Wearables,UK,Mobile,Visit,1,0,0
2024-03-27,C05389,Accessories,UK,Mobile,View,2,0,0
2024-04-06,C04684,Laptop,India,Mobile,Visit,1,0,0
2024-03-13,C03017,Accessories,US,Desktop,Visit,1,0,0
2023-09-13,C03980,Audio,UK,Desktop,Checkout,4,0,0
2024-03-23,C05400,Wearables,UK,Desktop,Add to Cart,3,0,0
2023-04-12,C02096,Mobile,India,Desktop,Add to Cart,3,0,0
2024-07-12,C00205,Wearables,India,Mobile,Visit,1,0,0
2024-11-07,C06755,Accessories,UK,Desktop,View,2,0,0
2023-10-10,C03872,Mobile,UK,Desktop,Add to Cart,3,0,0
2023-07-23,C00422,Mobile,India,Mobile,Add to Cart,3,0,0
2023-03-27,C05070,Mobile,UK,Mobile,Checkout,4,0,0
2023-11-20,C01986,Wearables,UK,Desktop,View,2,0,0
2023-06-13,C01974,Laptop,US,Mobile,Visit,1,0,0
2023-02-26,C03861,Mobile,EU,Desktop,Checkout,4,0,0
2023-07-25,C07839,Audio,UK,Desktop,Checkout,4,0,0
2024-03-04,C06464,Audio,US,Mobile,Visit,1,0,0
2023-05-28,C05044,Mobile,India,Desktop,Visit,1,0,0
2023-10-28,C03747,Audio,EU,Mobile,View,2,0,0
2023-10-17,C07312,Audio,India,Mobile,Visit,1,0,0
2023-01-21,C01704,Audio,UK,Mobile,View,2,0,0
2023-05-17,C06234,Accessories,EU,Mobile,Visit,1,0,0
2024-01-04,C04646,Accessories,EU,Mobile,Visit,1,0,0
2024-06-05,C04025,Audio,EU,Desktop,Purchase,5,10595,1
2024-07-10,C05891,Laptop,US,Desktop,Add to Cart,3,0,0
2024-03-11,C03237,Audio,UK,Desktop,Checkout,4,0,0
